Label,Frequency
flash,1
shock resistance,1
nonvolatility,1
resistive switching,1
cloud environments,1
resource sharing,1
mapreduce frameworks,1
map task,1
large clusters,1
job execution,1
rbac model,1
role-based,1
separation of duty,1
role hierarchy,1
discretionary access control,1
role assignment,1
least privilege,1
facility management,1
identical machines,1
identical parallel machines,1
online scheduling,1
game-theoretic,1
game analysis,1
iterated prisoners dilemma,1
ess,1
evolutionary stability,1
repeated games,1
evolutionary stable strategy,1
non-cooperative game theory,1
game-theoretic model,1
pure nash equilibrium,1
price of stability,1
selfish routing,1
algorithmic game theory,1
social cost,1
best response,1
mixed strategy,1
strategic game,1
zero-sum game,1
payoff function,1
correlated equilibria,1
queuing theory,1
computer programming - theory,1
mathematical techniques - algebra,1
automata theory - computability and decidability,1
mathematical techniques - set theory,1
switching theory,1
nanomechatronics,1
gender recognition,1
spatial resolution sr),1
plastic bottles,1
internet architecture,1
fpga architectures,1
novel architecture,1
efficient architecture,1
pipelined architecture,1
clock cycles,1
pipeline architecture,1
verilog hdl,1
memory controller,1
shared memory architecture,1
distributed memory architecture,1
memory access latency,1
memory modules,1
many-core architecture,1
interactive rendering,1
rasterization,1
graphics card,1
radiosity,1
indirect illumination,1
participating media,1
ambient occlusion,1
path tracing,1
interreflections,1
field programmable logic (fpl),1
image thresholding,1
graph-based methods,1
label propagation,1
graph-based representations,1
graph-based models,1
graph construction,1
computer aided,1
normalized mutual information,1
multimodal image registration,1
medical image registration,1
local image descriptors,1
image descriptors,1
texture descriptors,1
local invariant features,1
shape retrieval,1
shape description,1
sift descriptors,1
speeded up robust features,1
scale invariant,1
image patches,1
pairwise comparison,1
constraint language,1
dichotomy theorem,1
intelligent tutors,1
k-nn,1
high-dimensional feature space,1
appearance modeling,1
yale face database,1
face representations,1
face features,1
feret database,1
illumination normalization,1
frontal faces,1
face regions,1
pose variation,1
face hallucination,1
face recognition technique,1
eye detection,1
3d face models,1
face alignment,1
face recognition performance,1
facial surfaces,1
face recognition grand challenges,1
3d face reconstruction,1
human face recognition,1
head pose estimation,1
facial feature extraction,1
expression recognition,1
cohn-kanade database,1
automatic facial expression recognition,1
facial expression analysis,1
person-independent,1
human facial expressions,1
facial regions,1
facial feature detection,1
face tracking,1
skin-color detection,1
face detection and recognition,1
skin-color segmentation,1
lighting conditions,1
minutia,1
fvc2002,1
fingerprint database,1
fingerprint segmentation,1
fingerprint features,1
fingerprint enhancement,1
fingerprint classification,1
fingerprint recognition systems,1
iris texture,1
iris localization,1
iris patterns,1
iris biometrics,1
iris recognition algorithm,1
iris code,1
eye images,1
person identification,1
identity verification,1
keystroke dynamics,1
biometric techniques,1
biometric verification,1
biometric applications,1
fuzzy vault,1
match score,1
user identification,1
fusion techniques,1
acquisition device,1
hand shape,1
fusion strategies,1
identity authentication,1
visual surveillance systems,1
gabor filtering,1
gabor wavelet transforms,1
local texture,1
face identification,1
handwriting analysis,1
matching pursuit algorithms,1
image super-resolution,1
sparse reconstruction,1
sparse recovery,1
sparse solutions,1
orthogonal matching pursuit,1
reconstruction quality,1
reconstruction accuracy,1
curvelet coefficients,1
principle component,1
linear discriminants,1
small sample size,1
pca method,1
detecting objects,1
object detection algorithms,1
object detection systems,1
object detection method,1
object classification,1
scene understanding,1
object localization,1
object location,1
background clutter,1
background subtraction method,1
foreground regions,1
foreground segmentation,1
background image,1
dynamic background,1
background subtraction algorithms,1
background subtraction techniques,1
detecting moving objects,1
frame differences,1
moving objects detection,1
static background,1
background pixels,1
detection of moving object,1
moving object segmentation,1
video-surveillance applications,1
multi-object tracking,1
3d pose estimation,1
object pose,1
camera pose estimation,1
pose parameters,1
3d object recognition,1
motion information,1
shape information,1
image contrast enhancement,1
adaptive histogram equalization,1
camshift algorithm,1
low resolution,1
tracking objects,1
tracked objects,1
visual object tracking,1
moving object tracking,1
real-time object tracking,1
object appearance,1
tracking problem,1
image identification,1
image rendering,1
object segmentation,1
motion detection,1
depth estimation,1
object contour,1
ataxia-telangiectasia mutated,1
intelligent video surveillance,1
clutter background,1
template matching method,1
template-matching algorithms,1
template matching technique,1
normalized cross correlation,1
template images,1
normalized cross-correlation,1
real time stereo,1
stereo algorithms,1
stereo image pairs,1
occlusion handling,1
matching algorithm,1
feature correspondence,1
distorted images,1
image matching algorithm,1
matching points,1
image pairs,1
harris corner detection,1
epipolar line,1
color management,1
color classification,1
color pattern,1
offset printing,1
color difference,1
block motion estimation,1
block-based motion estimation,1
binocular stereo vision,1
image registration algorithm,1
phase correlation,1
graph-matching algorithms,1
stereo vision system,1
binocular stereo,1
binocular disparity,1
epipolar,1
hand detection,1
microsoft kinect,1
gesture recognition system,1
hand motion,1
hand posture recognition,1
gesture interfaces,1
wearable devices,1
wearable systems,1
graph cuts,1
motion segmentation,1
color constancy,1
line detection,1
circle detection,1
generalized hough transform,1
randomized hough transform,1
hough transformation,1
ellipse detection,1
transform methods,1
static objects,1
difference images,1
vision algorithms,1
shadow regions,1
human tracking,1
gaussian filtering,1
content-based image retrievals,1
3d object retrieval,1
similarity retrieval,1
color and texture features,1
color image retrieval,1
nearest neighbor search,1
similarity matrix,1
key-frame extraction,1
color quantization,1
quadratic discriminant analysis,1
retrieval algorithms,1
svm algorithm,1
character sets,1
handwritten chinese character,1
chinese character recognition,1
image binarization,1
color interpolation,1
bayer pattern,1
color image segmentation,1
color component,1
color image watermarking,1
rgb images,1
color image enhancement,1
rgb space,1
kernel trick,1
sketch recognition,1
machining feature,1
nearest neighbor classification,1
grating,1
binocular rivalry,1
disparity,1
ocular dominance,1
temporal frequency,1
high spatial frequency,1
visual orientation,1
field dependence-independence,1
orthography,1
p600,1
semantic priming,1
child language,1
bilingualism,1
english as a second language,1
bilingual,1
conduction aphasia,1
agrammatism,1
semantic dementia,1
signal detection theory,1
morlet wavelet,1
root-music,1
wavelet domain,1
doa estimation algorithms,1
noise subspace,1
pattern matching algorithms,1
two dimensional electron gas,1
2-d model,1
image acquisition systems,1
super-resolution reconstruction,1
super-resolution image reconstruction,1
superresolution methods,1
resolution enhancement,1
super resolution imaging,1
motion deblurring,1
blurred image,1
hierarchical clustering algorithms,1
hierarchical clustering methods,1
optical flow estimation,1
optical flow algorithm,1
optical flow methods,1
optical flow computation,1
motion fields,1
mppt,1
pv arrays,1
photovoltaic power systems,1
real image sequences,1
remote controllers,1
gradient vector flow,1
region based active contours,1
initial contour,1
active contour method,1
snake model,1
